,Time,VacancyID,ObjectTimeID,Unfilled_Members,Members_on_floor
0,2022-02-01 08:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
1,2022-02-01 08:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
2,2022-02-01 08:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
3,2022-02-01 08:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
4,2022-02-01 09:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
5,2022-02-01 09:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
6,2022-02-01 09:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
7,2022-02-01 09:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
8,2022-02-01 10:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
9,2022-02-01 10:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
10,2022-02-01 10:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
11,2022-02-01 10:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
12,2022-02-01 11:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
13,2022-02-01 11:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
14,2022-02-01 11:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
15,2022-02-01 11:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
16,2022-02-01 12:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
17,2022-02-01 12:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
18,2022-02-01 12:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
19,2022-02-01 12:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
20,2022-02-01 13:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
21,2022-02-01 13:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
22,2022-02-01 13:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
23,2022-02-01 13:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
24,2022-02-01 14:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
25,2022-02-01 14:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
26,2022-02-01 14:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
27,2022-02-01 14:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
28,2022-02-01 15:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
29,2022-02-01 15:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
30,2022-02-01 15:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
31,2022-02-01 15:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
32,2022-02-01 16:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
33,2022-02-01 16:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
34,2022-02-01 16:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
35,2022-02-01 16:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
36,2022-02-01 17:00:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
37,2022-02-01 17:15:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
38,2022-02-01 17:30:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
39,2022-02-01 17:45:00,BE1B3E1C-3B62-4EA4-826F-40210171360F,D71BDFA4-5002-492F-9AE4-04C021238C0A,2.0,0.0
40,2022-02-18 15:00:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
41,2022-02-18 15:15:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
42,2022-02-18 15:30:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
43,2022-02-18 15:45:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
44,2022-02-18 16:00:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
45,2022-02-18 16:15:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
46,2022-02-18 16:30:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
47,2022-02-18 16:45:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
48,2022-02-18 17:00:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
49,2022-02-18 17:15:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
50,2022-02-18 17:30:00,FCFE660E-6B11-4D99-9D05-5EFA89AC6249,73C66E28-005C-4F0C-A0D0-0D073B845F73,1.0,1.0
